Country,Year,FDI,Imports,Exports,Aid,ME,PI
Equatorial Guinea,1997,53451528.1,,,,,0
Greece,1997,984000000.0,23.05196349,16.22226532,,3.37,0
Guatemala,1997,631400000.0,23.59584313,17.95610802,5.69011806,0.74,2625
Guyana,1997,52000000.0,109.4766061,99.66006553,27.56994016,,0
Honduras,1997,121500000.0,61.84571151,57.00264753,9.864308081,,625
Croatia,1997,596514805.2,43.84549525,31.04843695,0.34284573,7.52,0
Haiti,1997,4000000.0,26.4415065,10.45254231,31.03791177,,4750
Hungary,1997,4164123320.0,46.94329995,47.90541917,,1.48,0
Indonesia,1997,4677000000.0,28.13461553,27.85924328,1.123083229,1.5,1500
India,1997,3577330042.0,11.92866955,10.69071732,2.605876446,2.65,500
Ireland,1997,2028797815.0,65.14470187,77.12479504,,0.92,0
Iraq,1997,1153000.0,42.34115834,63.84700895,,,0
Iceland,1997,148012830.0,35.07149395,35.53429188,,,0
Israel,1997,1633800000.0,31.4429346,26.9167657,,7.48,3625
Italy,1997,3687266506.0,20.43871543,24.14979055,,1.63,500
Jamaica,1997,155700000.0,48.39558976,40.58924206,1.693793689,0.66,937
Jordan,1997,360930888.6,71.48951395,49.24759893,8.428003479,6.13,0
Japan,1997,2486935040.0,9.399821984,10.38369564,,0.92,125
Kazakhstan,1997,1321400000.0,37.44269403,34.91685667,1.42987027,1.11,0
Kenya,1997,62096809.78,31.37072951,22.68638735,6.094340384,1.34,3500
Cambodia,1997,203700000.0,45.31770888,33.61693558,24.77680368,3.0,3937
Kuwait,1997,19779208.98,39.59073284,52.85281371,,8.09,0
Lebanon,1997,1799600000.0,47.55463918,14.53195876,,4.31,0
Liberia,1997,213819999.9,,,,,1875
Libya,1997,-67915602.73,21.84606686,26.78634532,0.057113188,4.08,0
Sri Lanka,1997,430056151.8,43.59943523,36.53811808,3.639220152,4.63,3437
Lesotho,1997,32675626.14,,,5.65837723,2.71,0
Lithuania,1997,362287500.0,55.05156565,44.97404336,,0.75,0
Luxembourg,1997,,95.86780608,116.2209518,,0.61,0
Latvia,1997,474354000.0,48.73980353,39.70082194,,0.58,0
Morocco,1997,1079341332.0,27.22603678,23.92411787,4.565977657,4.19,0
Moldova,1997,78740000.0,74.36028474,53.20011551,4.459608131,0.9,0
Madagascar,1997,14005421.13,20.73080524,16.14294254,80.01069908,1.48,0
Mexico,1997,12829800000.0,23.23630342,23.25557215,0.111938891,0.46,9750
Mali,1997,74360591.9,33.21086275,23.82655929,44.42436977,1.5,1875
Malta,1997,136993957.1,116.1198757,110.1649337,0.656367299,0.82,0
Mongolia,1997,25000000.0,47.32510392,52.66634508,30.03010423,1.64,0
Mozambique,1997,64400000.0,,,,1.1,0
Mauritania,1997,-3329919.9,29.3575095,33.39205407,42.94400974,2.97,0
Mauritius,1997,55277851.54,66.34332674,61.46210553,1.525541399,0.23,0
Malawi,1997,14868714.36,,,35.8890211,0.99,0
Malaysia,1997,5136514576.0,92.37566316,93.289448,-0.239917135,2.09,0
Namibia,1997,90972979.01,50.19510514,42.64598523,7.090757158,2.3,0
Niger,1997,18959363.85,19.63645721,13.53788818,68.11615746,0.93,0
Nigeria,1997,469577019.8,,,3.718828357,0.44,625
Nicaragua,1997,203400000.0,38.58598547,19.41954518,18.74457519,0.89,250
Netherlands,1997,11033361090.0,53.98080456,60.35995513,,1.66,0
Norway,1997,4514609380.0,32.11768623,40.0360103,,2.02,250
Nepal,1997,23056467.77,37.70769982,26.32783507,16.21280694,0.88,0
New Zealand,1997,1917456791.0,26.92648953,28.32037399,,1.7,0
Oman,1997,64499999.16,38.59101732,50.03694885,1.439178963,9.36,0
Pakistan,1997,716253125.4,20.77031288,16.08195323,4.32480442,5.62,500
Panama,1997,1312200000.0,88.35544362,76.98827139,0.524451491,1.17,0
Peru,1997,2139260000.0,18.99228559,14.47726026,3.056458613,2.0,1125
Philippines,1997,1222000000.0,42.14250018,35.08614574,1.179272492,1.91,312
Papua New Guinea,1997,28312794.64,50.050452,49.15752302,12.30897273,1.08,3125
Poland,1997,4910000000.0,27.21238007,23.3333716,,2.03,0
Portugal,1997,2710655380.0,35.15080675,27.15414475,,1.54,0
Paraguay,1997,230900000.0,47.46452338,48.46975287,1.44598966,1.69,0
Qatar,1997,418329999.9,36.16622923,48.28080961,,,0
Romania,1997,1215000000.0,35.00809801,28.19714432,,3.02,0
Rwanda,1997,2589999.9,25.67012115,7.797339362,,4.17,3125
Saudi Arabia,1997,3039466667.0,26.02948316,39.15861918,0.002498594,11.0,0
Sudan,1997,97900000.0,12.51495998,5.343646745,8.683750153,0.95,5625
Senegal,1997,178810136.3,28.90838979,18.33293261,24.93312611,1.2,0
Singapore,1997,15701783679.0,154.567536,169.2968861,,4.45,0
Sierra Leone,1997,1800032.094,15.07832937,13.19969466,91.41747462,0.76,5250
El Salvador,1997,59043540.33,37.53525622,26.02183653,7.221252043,1.01,0
Somalia,1997,1100000.0,,,,,250
Slovenia,1997,334500000.0,48.69950423,47.56180577,0.939727893,1.4,0
Sweden,1997,10271066269.0,32.87672504,39.1319851,,1.95,0
Seychelles,1997,53398677.96,56.83693178,19.81025525,3.796589142,2.02,0
Chad,1997,44293940.5,30.76926506,18.54383608,,1.08,0
Togo,1997,12260365.78,44.80554337,28.97501226,16.41535637,,0
Thailand,1997,3894755071.0,46.81473194,48.23705871,0.784407978,2.17,500
Tajikistan,1997,18000000.0,94.17213431,87.41798533,,1.7,1875
Turkmenistan,1997,107860000.0,64.67146715,39.01890189,,3.96,0
Trinidad and Tobago,1997,999347641.8,,,0.910862521,,0
Tunisia,1997,342704714.8,41.38662971,39.11408074,2.026045666,1.73,0
Tanzania,1997,157885063.9,25.68951914,16.21810672,44.31329047,1.54,0
Uganda,1997,175000000.0,20.79905329,13.35951368,46.03091981,2.12,1875
Ukraine,1997,623000000.0,43.65019001,40.59122616,,2.79,0
Uruguay,1997,113200000.0,20.24854936,17.45784772,0.726868347,2.4,500
Uzbekistan,1997,166800000.0,30.08947309,27.10911827,,1.4,0
South Africa,1997,3810543923.0,20.64074257,21.66059186,1.255837062,1.58,437
Zambia,1997,207400000.0,30.90160506,27.37125756,37.33100676,1.01,2187
Zimbabwe,1997,135099999.9,44.60979142,37.59527266,,3.0,0
Afghanistan,1998,-10000.0,,,,,3125
Angola,1998,1113970000.0,,,5.863628937,2.64,3125
Albania,1998,45010000.0,36.67036856,11.46716626,33.92410692,1.24,1062
United Arab Emirates,1998,257660000.0,,,,8.63,0
Argentina,1998,7290657132.0,12.93444601,10.41558196,0.14131846,1.14,0
Armenia,1998,232375000.0,52.83943191,19.00301997,18.58950742,3.53,2125
Australia,1998,7597610928.0,20.43513679,19.55756568,,1.87,0
Austria,1998,4571855707.0,38.57612821,38.35102119,,1.02,0
Azerbaijan,1998,1022967000.0,54.52827995,22.69952915,4.860577454,2.41,0
Burundi,1998,0.0,19.44027986,7.999750125,38.90766609,6.57,3125
Belgium,1998,22690500000.0,60.53477761,64.17434502,,1.46,0
Benin,1998,11294143.5,32.50068575,27.09293955,25.38456075,,0
Burkina Faso,1998,4407138.2,28.13168055,12.80810302,,1.28,0
Bangladesh,1998,190059373.0,16.12273217,11.75733123,12.00583458,1.57,0
Bulgaria,1998,537317256.2,35.10385737,41.94134566,,2.45,0
Bahrain,1998,179454413.3,63.88542858,64.60367296,2.249972083,5.33,0
Bosnia and Herzegovina,1998,66736468.36,98.36341183,27.30319723,22.29845859,,0
Belarus,1998,203200000.0,63.90656844,59.0511293,,1.5,0
Belize,1998,17650000.0,42.23013427,43.28339932,3.382979202,,125
Bolivia,1998,949300000.0,32.58247806,19.69868489,22.07006044,2.69,500
Brazil,1998,28855609916.0,9.408084592,7.030500339,0.261561386,1.66,1000
Botswana,1998,95318134.92,52.55186722,49.2891721,3.531479183,3.78,0
Central African Republic,1998,7300593.947,28.3926453,22.65688657,,,1875
Canada,1998,24979208298.0,38.0520106,40.02917476,,1.26,0
Switzerland,1998,11345529735.0,42.22093352,45.99468324,,1.19,0
Chile,1998,4627817978.0,28.6925971,25.14358142,0.41606472,2.59,375
China,1998,45644000000.0,14.08220459,18.34210003,2.051588562,1.66,2812
Cameroon,1998,55231294.16,20.31546883,21.979185,17.95077012,1.4,0
Colombia,1998,2828826262.0,20.90157222,15.00735084,0.898456767,3.44,6375
Costa Rica,1998,614500000.0,48.07518019,43.96284105,0.490663725,,0
Cuba,1998,,18.25201876,14.25261422,,,0
Cyprus,1998,345398143.2,66.2122626,68.69748906,,4.68,0
Germany,1998,29526509277.0,25.17806614,26.40690621,,1.39,125
Djibouti,1998,3173513.541,,,28.33654369,5.65,0
Denmark,1998,6674661469.0,34.1125582,37.18656052,,1.61,0
Dominican Republic,1998,668900000.0,41.60141843,34.30988428,1.476410447,0.78,0
Algeria,1998,606600000.0,22.51609655,22.57835401,,3.97,3125
Ecuador,1998,869980000.0,25.50315708,17.89195087,2.266283957,2.36,625
Eritrea,1998,45493.27759,80.09308209,14.83448359,24.02720709,32.5,0
Spain,1998,15714658309.0,26.55950704,26.10194733,,1.76,0
Estonia,1998,595587942.5,83.20389002,73.6343458,,1.07,0
Ethiopia,1998,260670000.0,,,35.12685218,7.28,0
Finland,1998,12514915951.0,29.52836297,37.43878347,,1.46,0
Fiji,1998,20334035.18,58.43202923,60.93773786,3.424777609,1.26,0
France,1998,29518429032.0,23.38027481,26.12649198,,2.23,375
Gabon,1998,132605754.2,48.568431,47.40635161,1.637637021,,0
United Kingdom,1998,109818000000.0,24.90683535,24.42962,,2.5,0
Georgia,1998,265300000.0,37.10793493,16.45873439,14.98635436,1.14,4062
Ghana,1998,167400000.0,46.72819149,33.87135176,18.45502015,0.33,0
Guinea,1998,17810000.0,26.9239715,21.28670436,33.04123256,1.25,0
Guinea-Bissau,1998,4407138.2,35.8428445,14.44369762,,1.4,1875
Equatorial Guinea,1998,274768116.7,,,,,0
Greece,1998,71200000.0,25.97169702,16.29658373,,3.53,0
Guatemala,1998,1346300000.0,26.25213334,18.17160662,4.326644747,0.72,1562
Guyana,1998,44000000.0,107.9096766,95.93275489,9.441382422,,2812
Honduras,1998,99000000.0,64.2539104,57.7965578,9.2018566,,437
Croatia,1998,1004077220.0,35.85480754,29.14208497,0.354724981,5.6,125
Haiti,1998,10760000.0,26.62031525,9.900471451,33.37232233,,250
Hungary,1998,3261654750.0,54.49971454,52.93018609,,1.27,0
Indonesia,1998,-240800000.0,43.21805779,52.96813457,2.338277562,1.02,7500
India,1998,2634651658.0,12.6810009,11.01846918,2.482548142,2.73,2750
Ireland,1998,8862216911.0,73.44834033,84.32407634,,0.82,0
Iraq,1998,7387999.9,54.34417187,77.89898865,,,0
Iceland,1998,154082592.0,38.11497066,33.76814362,,,0
Israel,1998,1737400000.0,30.12225683,27.60574881,,6.98,1625
Italy,1998,2640065101.0,21.02978594,24.06295229,,1.64,250
Jamaica,1998,322100000.0,46.04199619,38.43298918,0.513116693,0.54,1187
Jordan,1998,310014104.4,64.25729794,44.79510499,7.348312114,6.27,0
Japan,1998,2512021924.0,8.629380124,10.3738061,,0.94,250
Kazakhstan,1998,1151400000.0,34.85997945,30.34420329,2.561696779,1.15,0
Kenya,1998,26548245.97,28.72798111,20.16926083,4.793891012,1.22,312
Cambodia,1998,115871733.0,44.38132721,31.23814579,20.6353826,2.66,3812
Kuwait,1998,59063714.13,51.09719851,43.86264466,,8.8,0
Lebanon,1998,1134903121.0,40.95376496,13.76343264,,4.02,0
Liberia,1998,190310000.0,,,,,0
Libya,1998,-127894074.6,20.88369173,19.36901585,0.094337582,5.3,0
Sri Lanka,1998,193424023.1,42.25117045,36.24381868,4.547950395,4.64,3125
Lesotho,1998,28350349.46,,,4.586112186,2.85,2000
Lithuania,1998,918775000.0,50.53069591,39.12759189,,1.23,0
Luxembourg,1998,,108.8728884,127.6971265,,0.64,0
Latvia,1998,371400000.0,51.31712459,39.23644831,,0.59,0
Morocco,1998,308712164.4,24.62992389,21.04243571,4.845858333,3.46,0
Moldova,1998,75510000.0,71.78358786,45.01953659,3.11709062,0.62,0
Madagascar,1998,16635429.8,20.91981143,16.41237559,45.12749853,1.35,0
Mexico,1998,12756764558.0,24.81013474,23.2217494,0.019242345,0.45,7187
Mali,1998,9556713.35,28.9243975,21.25395252,34.97377549,1.4,0
Malta,1998,323284766.1,115.9361215,109.4226367,0.576243189,0.73,0
Mongolia,1998,18900000.0,59.50769627,47.84351451,25.20393094,1.91,0
Mozambique,1998,234900000.0,,,,1.14,0
Mauritania,1998,132643.0002,26.93184399,24.45916856,32.82814579,1.86,0
Mauritius,1998,12170393.85,66.51539325,65.68373842,1.482526962,0.2,0
Malawi,1998,12104230.4,,,61.19999447,0.81,0
Malaysia,1998,2163401816.0,93.74847746,115.7437254,0.276543806,1.61,562
Namibia,1998,96232390.37,50.7605525,41.36994843,8.720088241,2.32,0
Niger,1998,-1764551.011,21.04963458,13.97005496,49.32405755,1.06,0
Nigeria,1998,299566658.3,,,4.45988434,0.55,2875
Nicaragua,1998,218200000.0,37.67927455,19.33444051,26.89285766,0.74,0
Netherlands,1998,37618898706.0,53.21168161,59.34034162,,1.58,0
Norway,1998,5645870321.0,34.86808693,36.75459726,,2.16,0
Nepal,1998,12024659.9,33.88755007,22.82205122,21.05187741,0.93,0
New Zealand,1998,1825772782.0,28.2786962,29.61732163,,1.7,0
Oman,1998,101999999.3,50.03889302,42.22289969,6.995808027,8.22,0
Pakistan,1998,506000000.0,17.526934,16.48479118,5.78967661,5.42,250
Panama,1998,1315200000.0,83.61561031,67.65286252,0.290361742,0.95,0
Peru,1998,1643949120.0,19.25011994,13.70290185,4.000040691,2.02,2625
Philippines,1998,2287000000.0,42.27033312,37.8068684,1.401162996,1.7,0
Papua New Guinea,1998,109438501.4,48.81944231,54.04148983,16.67397184,0.88,3625
Poland,1998,6383000000.0,30.79049189,25.94864463,,2.02,0
Portugal,1998,6071328303.0,36.49927163,27.33162723,,1.42,0
Paraguay,1998,340600000.0,46.96648494,54.6398352,1.155779055,1.54,250
Qatar,1998,347300000.0,39.96249462,51.09563094,,,0
Romania,1998,2031000000.0,30.82331515,23.01548056,,3.0,2125
Rwanda,1998,7099999.9,23.20940001,5.585063576,,4.38,3125
Saudi Arabia,1998,4283466667.0,26.45601765,29.63238945,0.035005022,14.31,0
Sudan,1998,370700000.0,15.17304148,6.702106507,10.84908602,2.38,5625
Senegal,1998,71105812.05,29.51370891,18.5849659,26.59789886,1.18,0
Singapore,1998,5958646074.0,145.2916852,166.7875705,,5.21,0
Sierra Leone,1998,104884.9527,21.27111736,14.0615622,68.57013747,1.02,3375
El Salvador,1998,1102684180.0,36.48570485,24.3865859,4.770249835,0.92,0
Somalia,1998,40000.0,,,,,1500
Slovenia,1998,215700000.0,49.18799581,47.49614507,0.356361796,1.36,0
Sweden,1998,23334866535.0,34.31939635,40.02099489,,1.87,0
Seychelles,1998,53209768.43,59.17399327,19.79995601,4.948075328,1.73,0
Chad,1998,21696680.41,29.56735683,18.49162606,,0.92,0
Togo,1998,11116162.85,43.30148016,29.68634233,16.67345959,,0
Thailand,1998,7314804931.0,42.30317089,57.93730284,1.263155412,1.86,0
Tajikistan,1998,29940400.0,58.03179557,48.8637472,,1.71,1875
Turkmenistan,1998,62299999.9,66.59521258,29.72490175,,3.11,0
Trinidad and Tobago,1998,729767481.2,,,0.397866092,,0
Tunisia,1998,650727787.7,41.45967173,38.51978653,1.506458099,1.68,0
Tanzania,1998,172306244.9,15.9105329,10.02503618,40.21678439,1.6,0
Uganda,1998,210000000.0,20.40487434,9.639047588,33.67342637,2.44,1875
Ukraine,1998,743000000.0,44.16188122,41.88784722,,2.11,0
Uruguay,1998,164100000.0,19.22010482,16.41991058,0.520138359,2.26,0
Uzbekistan,1998,139599999.9,22.85373525,22.56421953,,,0
South Africa,1998,550338596.0,21.51647352,22.51927182,1.374144682,1.38,0
Zambia,1998,198000000.0,31.63254345,24.61776357,23.10065649,,312
Zimbabwe,1998,444300000.0,45.12095671,43.39308496,,,750
Afghanistan,1999,6040000.0,,,,,3125
Angola,1999,2471460000.0,,,5.458456051,17.33,1875
Albania,1999,41200000.0,34.16926739,16.84176296,51.04349568,1.25,250
United Arab Emirates,1999,-985340000.0,,,,7.67,0
Argentina,1999,23987696390.0,11.55557045,9.827174515,0.177281127,1.22,312
Armenia,1999,122034000.0,49.80223219,20.75824695,22.21293789,3.7,2500
Australia,1999,2210917992.0,20.73505123,18.29474419,,1.89,0
Austria,1999,2974499988.0,38.90310246,39.35703789,,0.98,0
Azerbaijan,1999,510317000.0,41.85584488,27.97012,8.66034141,2.63,0
Burundi,1999,-475191.3053,15.9639877,7.575757576,56.25624607,6.26,3437
Belgium,1999,119693000000.0,60.60693102,64.56305952,,1.39,250
Benin,1999,9314781.877,31.38225836,23.00953079,23.87285691,0.49,0
Burkina Faso,1999,7925950.83,26.90081028,8.354005506,,1.39,0
Bangladesh,1999,179603006.3,16.62929817,11.75864239,10.93963662,1.58,500
Bulgaria,1999,818788154.9,47.32517385,42.7497878,,2.65,0
Bahrain,1999,453737838.0,62.96445322,78.86724559,0.647443118,5.5,0
Bosnia and Herzegovina,1999,176780594.8,94.17659479,27.64394678,28.71902039,,0
Belarus,1999,444000000.0,61.63177646,59.20334137,,1.37,437
Belize,1999,58671500.0,49.38664888,44.19837931,9.202434139,,0
Bolivia,1999,1010500000.0,27.28735713,16.88089935,22.19513226,2.13,250
Brazil,1999,28385675615.0,11.41726822,9.564898261,0.165440596,1.65,250
Botswana,1999,36675065.78,43.73181291,55.19726829,1.972148538,3.09,0
Central African Republic,1999,5976946.527,23.98869362,19.22365028,,,125
Canada,1999,27456044687.0,38.25384431,41.861185,,1.24,0
Switzerland,1999,14541329308.0,43.03599931,46.78101479,,1.09,0
Chile,1999,8761016218.0,26.38649595,28.30911389,0.316542543,2.71,0
China,1999,41014000000.0,15.361685,18.16247676,1.694557282,1.87,1000
Cameroon,1999,35009801.84,17.80977928,19.42860057,15.21510043,1.44,0
Colombia,1999,1507907130.0,17.80270056,18.34657875,2.034750059,3.76,7437
Costa Rica,1999,619469212.0,44.98074802,42.55786577,0.047997673,,0
Cuba,1999,,17.33145317,14.53747908,,,0
Cyprus,1999,813054280.1,64.28286274,66.92645712,,2.73,0
Germany,1999,86035665071.0,26.4066172,26.95923243,,1.4,0
Djibouti,1999,3212901.12,,,27.9865333,5.48,0
Denmark,1999,16847919226.0,33.34876127,39.34843668,,1.56,312
Dominican Republic,1999,1344900000.0,41.32165117,34.98110211,2.42534003,0.82,250
Algeria,1999,291600000.0,22.77899622,28.15011312,,3.76,2187
Ecuador,1999,648410000.0,22.82370916,26.37754164,2.738586924,1.75,1312
Eritrea,1999,83222099.9,86.72482863,9.534407549,24.29405237,34.38,0
Spain,1999,19628574140.0,28.28495794,26.35150901,,1.76,0
Estonia,1999,325892789.4,74.25034567,69.86610792,,1.29,0
Ethiopia,1999,69980000.0,,,33.7878294,9.51,0
Finland,1999,7797795099.0,28.63547543,37.60439976,,1.22,0
Fiji,1999,-147083835.8,61.60037755,61.20185627,3.126388957,1.13,0
France,1999,45971216472.0,23.68438521,26.07653539,,2.18,125
Gabon,1999,89452781.63,38.1189481,59.61250435,1.970217406,,0
United Kingdom,1999,129892000000.0,25.32609696,24.30534255,,2.42,250
Georgia,1999,82300000.0,38.09628133,19.05559299,21.42894317,0.92,3750
Ghana,1999,243700000.0,49.62676508,32.07833895,14.97998936,0.33,0
Guinea,1999,63452427.0,26.03353031,21.63951826,22.58675635,1.6,0
Guinea-Bissau,1999,730876.6134,42.81647089,24.86117665,,,3375
Equatorial Guinea,1999,154296173.9,,,,,0
Greece,1999,82701091.42,28.12151933,19.25607888,,3.36,0
Guatemala,1999,924600000.0,27.35558273,19.00492413,5.302901472,0.68,312
Guyana,1999,46000000.0,104.5508431,96.50847171,7.232769692,,0
Honduras,1999,237300000.0,67.19714566,52.92894346,23.31680912,,2000
Croatia,1999,1454741834.0,36.1362647,30.14516385,0.461350236,4.42,0
Haiti,1999,30000000.0,29.69936755,12.24911196,16.9024222,,1312
Hungary,1999,3384965975.0,58.38211939,55.64365546,,1.43,0
Indonesia,1999,-1865620963.0,27.42978378,35.51412908,3.959141736,0.81,2500
India,1999,2168591054.0,13.36353343,11.45206461,2.177666678,2.96,2125
Ireland,1999,18210641714.0,73.41092911,86.46010384,,0.75,0
Iraq,1999,,60.67971899,77.63488341,,,312
Iceland,1999,66639312.89,36.97308135,32.4569602,,,0
Israel,1999,4150000000.0,34.07775057,31.61523016,,6.53,687
Italy,1999,6941768225.0,21.42004911,23.20074169,,1.68,0
Jamaica,1999,474700000.0,45.19513981,39.03660709,-0.382302681,0.51,1437
Jordan,1999,157968970.4,61.15958846,43.31078518,7.956596407,6.28,0
Japan,1999,14780510031.0,8.320091715,9.805539002,,0.95,0
Kazakhstan,1999,1587000000.0,40.11705585,42.46209551,2.287597656,0.82,0
Kenya,1999,51953455.95,27.35953979,20.8327352,3.627375639,1.19,312
Cambodia,1999,102225822.0,53.6327019,40.54418618,12.35739997,2.51,312
Kuwait,1999,72269842.45,39.43422358,45.93389097,,7.59,0
Lebanon,1999,871676542.1,36.75018114,14.06398963,,4.77,0
Liberia,1999,256259999.9,,,,,3125
Libya,1999,-128069471.5,14.58108594,20.22054417,0.085056402,3.78,0
Sri Lanka,1999,176410171.3,43.26777363,35.48370472,2.527890779,4.03,3750
Lesotho,1999,22037254.59,,,2.750740772,3.56,0
Lithuania,1999,564537500.0,42.40333643,32.41815873,,0.97,0
Luxembourg,1999,,109.9860476,129.936452,,0.57,0
Latvia,1999,348100000.0,44.83669694,35.02837405,,0.75,250
Morocco,1999,826974026.9,25.9442072,22.63466928,6.021547828,2.9,0
Moldova,1999,37870000.0,65.20955879,52.3183764,12.97981535,0.51,0
Madagascar,1999,58385285.91,22.57779195,18.34662007,33.50771065,1.21,0
Mexico,1999,13941043232.0,24.59539033,23.41685925,0.02657862,0.46,3562
Mali,1999,30998905.19,29.77544668,20.25098892,32.8423108,1.49,0
Malta,1999,667032818.1,116.4879565,111.6860917,0.54061168,0.68,0
Mongolia,1999,30400000.0,62.08289793,50.15844062,26.79762971,1.84,0
Mozambique,1999,381699999.9,,,,1.25,0
Mauritania,1999,15119460.0,26.447752,22.56918604,,2.27,0
Mauritius,1999,49353190.64,66.88859287,63.80266457,1.444260773,0.21,0
Malawi,1999,58528206.28,,,55.14033794,0.81,0
Malaysia,1999,3895263158.0,96.25952574,121.3113937,0.174476343,2.1,875
Namibia,1999,51102943.74,49.66983064,41.43037451,9.195010324,3.12,0
Niger,1999,1605268.532,18.71958114,12.65565559,36.85633052,1.17,2187
Nigeria,1999,1004915631.0,,,1.021335575,0.86,625
Nicaragua,1999,337300000.0,44.007365,18.53027952,26.44516171,0.72,437
Netherlands,1999,41161898490.0,54.49686382,59.90502051,,1.59,250
Norway,1999,5822113546.0,31.12013537,38.38659321,,2.04,0
Nepal,1999,4351068.682,29.71850916,22.84847209,16.8426047,0.95,250
New Zealand,1999,941464111.6,30.4506796,30.95055154,,1.62,0
Oman,1999,40099999.74,38.56107224,49.05836513,0.774939519,7.52,0
Pakistan,1999,532000000.0,16.96646348,15.35349933,4.537341059,5.19,3187
Panama,1999,1043500000.0,69.83254726,56.85376764,0.2449994,0.97,125
